comment,complaint_cluster
وحش جدا,
الطلب في غلط طالب سبرايت جاني كولا وكمية ورقة العنب غير كافية,طلب_غلط
الشاورما طلبت الكبيرة وجت شبه فاضيه من جوا ؟,
كان فيه اضافه مكسرات ومتمش اضافه اي حاجه,فساد_الطعام تغليف_سيئ
الجودة سيئة جدااااااا جداااااااا جدااااااااا، أسوء ساندوتشات شاورما وأسوء بطاطس,
أسوء مطعم ممكن تطلب منه أكل ❌ لا طعم ولا جوده وغاااالى عالفاضى 🤬 فلوسك بتترمى عالأرض حرفياً 🚯 لا أنصح حد بيه الصراحة ❌❌❌❌❌,
سواق قمة في قله الادب. مش عارف يوصل و بسأله حضرتك ماشي في انهي اتجاه يقولي معرفش انا ماشي بتساهيل ربنا! و لما احاول اوصفلة العمارة و اساعدك يوصل يرد عليا بمنتهي التناكة و قله الادب كأن انا ال مش علرفة اوصفله! انتوا بتشغلوا الناس دي عشان تخلي الواحد ي...,
الاكل والسلاطات سيئين جدااااا الاكل مملح وفته الكفته وحشه جدا والثوميه زبادي مش ثوميه وورق العنب مملح جداااا والفتوش فيها طعم لاااااازع - بصراحه الفلوس اترمت ف الارض,
Sandwich shawrma w btats w7sheen awi w mna2eesh bastrma bash3a,
جميل جدأ,
الفتة صغيرة جدااا و مش مخدومة و مفيهاش عيش تجربة سيئة!!!!,كمية_قليلة
الفتة طعمها سئ جدا والثومية ملهاش طعم والكلو سلو لاذعة جدا والبيبسي سخنة اخر مرة اكل سوري تجربة سيئة جدا,طعم_سيئ
كمية الشاورما قليلة جدا بالنسبة لحجم الفتة الشاورما ناشفة و كلها دهن غير مرشح لمحبي الاكل السوري,طعم_سيئ فساد_الطعام كمية_قليلة
سيء سيءءءءء اويييي,
الطعم سئ جدا,
كنت كالبة البطاطس سادة زجت عكس كده,
الاكل حقيقي من احمل المرات الي طلبت فيها الشورما اللحمه تحفه و المناقيش تحفه و البطاطس الهاليبينو تجنن ♥️♥️,طعم_سيئ
مقرف جدا اسوأ مره آكل سوري استحاله تتكرر التجربه,طعم_سيئ نظافة_سيئة
صفر من عشرة الاكل مزيت و بايت,
الاوردر المفروض معاه بطاطس من ضمن الاوفر و دي مجتش,
الاكل ني وبيشد ......,
اسوا مطعم فى الدنيا بجد الفراخ كانها ميتة و حاجة قرف,نظافة_سيئة
الاوردر موصلش اصلا ومش عارفة اشتكي واخد وقت طويل جدا على ما المطعم رد وجيت اكنسل لقيت الابلكيشن بيقول مينفعش ولما بدأ التحضير وقت التوصيل اتغير تماما وياريت الاوردر جه اصلا .. كله زفت زفت جدا وغسر راضية عن الابلكيشن ولا طريقة الوصول للدعم الفني نهائي,تأخير_طلب
Thx,
سندوتش البطاطس سيئ جدا والعيش مش طازه والبطاطس مش فريش,
حلو بس كان ممكن يكون افضل من كدا,
Bsbe,
التغليف كان سئ جدًا لفتة الشاورما العلبة محطوطة بالمشقلب فكل التومية لزقت في الغطا.. الطعم مكانش احسن حاجة انا متعودة اكل من عند سوري دايمًا الشاورما باتس بتكون مضبوطة وجميلة لكن الفتة مكانتش حلوة ومكملتهاش,
تجربة سيئة للأسف البطاطس كانت فيها شعراية و الفتة لقيت فيها ذبانة مستوى النظافة بقى منعدم,نظافة_سيئة
هالوو رجعتلكم مع مطعم جديد😂 هقارن هنا مع كرم الشام عشان هو بابا المجال😂 اول حاجه الشاورما فراخ السندوتش چوسي وطعمه حلو وممكن يكون احسن من كرم الشام بس عيبه التومية طعمها مش اوي، وبالنسبة لفتة الشاورما كان طعمها عادي اما كرم الشام بيعملها عظيمة.,تسمم_غذائي
ممتااز,
مفيش طومية خالص + السندويش صغير جدا,كمية_قليلة
زبالع,
كنت دافع تمن ٣ باكت بطاطس وجالي واحدة بس,
اسؤ شاورما على الاطلاق، باردة وناشفة وبايته ، اول مرة الاقي عظم في الشاورما ، غير انها ملفوفة في ورقة ومرمية في كيس وصلت مبلولة بشكل مقزز، اخر تعامل مع المطعم ده,طعم_سيئ فساد_الطعام حرارة_غير_مناسبة
الاكل كويس بس الكمية قليلة اووي بالنسبة للسعر,كمية_قليلة
Hh,
تاخير ساعتين لاستلام الاوردر .البطاطس وحشة جدا ..السندوتش فاضي .. مفيش حتي تومية بتجي مع الشاورما ..اخر مرة اطلب من عندكم,طعم_سيئ
الاكل كان بارد جدا غير ان كمية الفراخ قليله برده,حرارة_غير_مناسبة كمية_قليلة
الفراخ الكرسبي مقبولة بس بدون طعم، والسمبوسك مليانة زيت، والبطاطس برضه مزيتة. للأسف ده العادي في الأكل السريع.,
البطاطس وحشة والساندوتش صغير,كمية_قليلة
تم تجاهل ملاحظاتي,خدمة_سيئة
اوردر اكتر من ساعه و لسه موصلش و لا اتحضر,
الاكل محروق,حرارة_غير_مناسبة
الحجم قليل مكتوبة إنها مقاس كبير ممكن تتكتب مقاس وسط لكن طعمها لذيذ,كمية_قليلة
مفيش توميه مع سندوتش الشاورما,
الاكل بارد جدا جدا جدا جدا جدا و الجبنة سيئة جدا جدا جدا في ساندوتش البطاطس,حرارة_غير_مناسبة
رز بايت وفراخ ناشفة والتومية قليلة والتجربة سيئة جدا لن تتكرر وشكرا,فساد_الطعام كمية_قليلة
هو غالي مقارنة بغيره بس الطعم كويس جدا,سعر_غالي
الاوردر اتحرك من اكتر من ساعه ودليفري فضل واقف في لوكيشن نص ساعه تانيه وطبعا الاكل جه بارد شكرا,حرارة_غير_مناسبة
بطاطس بدون كاتشب ازاى و البطاطس مفروله أو بايته و فته حجم كبير اوى فيها 5 قطع شاورما و ب 60ج ازاى,
الاكل بارد,حرارة_غير_مناسبة
مجابوش التوميه,
زى الخرة,
الاكل مفهوش جبنه واتاخر الاوردر في تراجع بالمستوى,
الفراخ غير مخليه واقل بكتير من نص فرخة . الرز ناشف . اكل ينقصه التغليف السىء. حسبي الله ونعم الوكيل,فساد_الطعام
الاوردر موصلش بالرغم من ان مسؤول الدعم بلغني ان المندوب استلمه و في السكة,
الفتة حمضانة وطعمها وحش جدا حقيقي متتاكلش خالص,
الاكل بقا صفر التغليف صفر سوري في النازل,
الشاورما عبارة عن جلد,
طعم الأكل وحش و فاضي,
الاكل سئ جدا من حيث الطعم والكميه والتغليف وكمان السعر غالي جدا بالمقارنة لكميه الاكل والطعم بجد سئ جدا من كل حاجه,سعر_غالي
الأكل بااااارد جدااا لا يوجد توميه مع أي ساندوتش,
لان الاكل كان بارد جدا غير ان الطلب وصل متأخر,حرارة_غير_مناسبة تأخير_طلب
خالو الpackaging احسن عشان الاكل بيوصل بارد,حرارة_غير_مناسبة
الاكل ماشاء الله طعمه رهيب وخصوصا المشاوي و فطيره الموزديريلا,
الاكل جه بارد والساندويتس مليان بطاطس تجربة سيئة جدا,حرارة_غير_مناسبة
اكل سئ,
الاكل وصل ساقع,حرارة_غير_مناسبة
الاكل سئ جدا جدا,
سئ بطريقة مش متخيلهاا اقسم بالله زي الزفت وجي بارد و مش متغلف عدل و السندوتشات متكسرة وتحس انه اتفتح وحاجة قمة ف العك حقيقي حقيقي تجربة من اسوأ ما يمكن,حرارة_غير_مناسبة
الاكل كان كويس زمان دلوقتى غلو الاكل و صغره حجمه و بقى طعمه مش حلو زى زمان اخر مرة مش شارى تانى,طعم_سيئ
Z,
الاكل بارد و مالوش طعم و تغليف سئ جدا جدا,حرارة_غير_مناسبة
مستوى الاكل سيء ايه اللي حصل ل مطعم سوري بجد اتصدمت,
الفراخ سيئة حاجه استغفر الله العظيم,
الساندوتشات مافيهاش حشوه !!,
الوجبة محروقة والعيش محروق,حرارة_غير_مناسبة
و الكفتة صغيرة اوي علي الساندوتش و الشاورما فراخ نية و زفرة,كمية_قليلة
الاكل وحش اوى,
الفراخ طعمها وحش والاكل بارد و اخر مرة هطلب منكم,طعم_سيئ حرارة_غير_مناسبة
